date,serial_number,model,failure,smart_7_raw,smart_9_raw,smart_240_raw,smart_241_raw,smart_242_raw,smart_7_norm,smart_9_norm,smart_240_norm,smart_241_norm,smart_242_norm
2020-01-27,Z30271TN,ST4000DM000,0,219113175.0,43556.0,43374.0,63488638720.0,166991724481.0,-0.16606953848682995,-0.22541143610792377,-0.2250336277519991,-0.24871086588881816,-0.17234395110323644
2020-01-28,Z30271TN,ST4000DM000,0,220150412.0,43580.0,43398.0,63507567752.0,167102099492.0,-0.13510284477681306,-0.1687586734535029,-0.1683882991706846,-0.1997361234881464,-0.14234746041931873
2020-01-29,Z30271TN,ST4000DM000,0,222312350.0,43604.0,43422.0,63527000384.0,167217178095.0,-0.07055822106396199,-0.11210591079908201,-0.11174297058937012,-0.14945842590873235,-0.11107267990937372
2020-01-30,Z30271TN,ST4000DM000,0,224128393.0,43628.0,43445.0,63549914736.0,167430807793.0,-0.016340286932013167,-0.05545314814466113,-0.05745786403227708,-0.09017253709633466,-0.05301478086313802
2020-01-31,Z30271TN,ST4000DM000,0,225725128.0,43651.0,43469.0,63573399880.0,167656014154.0,0.03133021043846612,-0.00116091726750778,-0.0008125354509626043,-0.029409848457915014,0.008189294665293962
2020-02-01,Z30271TN,ST4000DM000,0,227021107.0,43675.0,43493.0,63592163608.0,167790671315.0,0.07002164233649327,0.055491845386913104,0.055832793130351874,0.019137205890995802,0.04478491752289267
2020-02-02,Z30271TN,ST4000DM000,0,228968132.0,43699.0,43517.0,63612433424.0,167983952808.0,0.12815004194115995,0.11214460804133398,0.11247812171166635,0.07158093450369057,0.09731280813527238
2020-02-03,Z30271TN,ST4000DM000,0,230904212.0,43723.0,43541.0,63633411856.0,168245500053.0,0.18595167874942026,0.16879737069575487,0.16912345029298084,0.12585805248679766,0.1683932042046947
2020-02-04,Z30271TN,ST4000DM000,0,232585084.0,43747.0,43565.0,63667323816.0,168536219963.0,0.23613408488200474,0.22545013335017577,0.2257687788742953,0.21359785372448822,0.24740182212405687
2020-02-05,Z30271TN,ST4000DM000,0,234234194.0,43771.0,43589.0,63699363080.0,168661161798.0,0.2853682370228616,0.28210289600459665,0.2824141074556098,0.29649246244547917,0.28135712193017953
2020-02-06,Z30271TN,ST4000DM000,0,235638135.0,43795.0,43612.0,63720043568.0,168899081177.0,0.3272828726692325,0.3387556586590175,0.3366992140127028,0.34999871530194765,0.34601619984136534
2020-02-07,Z30271TN,ST4000DM000,0,236101611.0,43818.0,43636.0,63735948944.0,168981575961.0,0.3411199410865217,0.39304788953617087,0.3933445425940173,0.3911504071785226,0.36843571307455364
2020-02-08,Z30271TN,ST4000DM000,0,236786242.0,43842.0,43660.0,63751961152.0,169162285935.0,0.36155958842014224,0.44970065219059174,0.4499898711753318,0.4325785035579875,0.4175470563258083
2020-02-09,Z30271TN,ST4000DM000,0,237900357.0,43866.0,43684.0,63781188568.0,169367030600.0,0.3948214735657121,0.5063534148450126,0.5066351997566463,0.508198068765404,0.4731902801009285
2020-02-10,Z30271TN,ST4000DM000,0,240709558.0,43890.0,43708.0,63813209288.0,169574772174.0,0.47869012358193136,0.5630061774994335,0.5632805283379607,0.5910446989303294,0.5296479704123107
2020-02-11,Z30271TN,ST4000DM000,0,242299011.0,43914.0,43732.0,63842422992.0,169828237286.0,0.5261432169612338,0.6196589401538545,0.6199258569192753,0.6666287873279545,0.5985318944266527
2020-02-12,Z30271TN,ST4000DM000,0,244530484.0,43938.0,43756.0,63862730200.0,169999777756.0,0.5927638069644563,0.6763117028082754,0.6765711855005897,0.7191692595864863,0.6451512520480066
2020-02-13,Z30271TN,ST4000DM000,0,246433296.0,43962.0,43780.0,63887733800.0,170262055700.0,0.6495722281755629,0.7329644654626962,0.7332165140819041,0.7838606219915705,0.7164302293501523
2020-02-14,Z30271TN,ST4000DM000,0,248712209.0,43986.0,43804.0,63905904752.0,170556244359.0,0.7176091386046893,0.7896172281171171,0.7898618426632187,0.8308739977085629,0.7963815452237041
2020-02-15,Z30271TN,ST4000DM000,0,252089163.0,44010.0,43828.0,63924822960.0,170837666899.0,0.818428045171671,0.846269990771538,0.8465071712445331,0.8798207353696502,0.8728634275163769
2020-02-16,Z30271TN,ST4000DM000,0,255056850.0,44034.0,43851.0,63945775112.0,171072645216.0,0.907028292131815,0.9029227534259588,0.9007922778016262,0.9340298595836998,0.9367232163667097
2020-02-17,Z30271TN,ST4000DM000,0,258701969.0,44057.0,43875.0,63961567720.0,171371475081.0,1.0158532603980484,0.9572149843031122,0.9574376063829406,0.9748897888518625,1.0179358674943177
2020-02-18,Z30271TN,ST4000DM000,0,260702394.0,44081.0,43899.0,63985031712.0,171621601361.0,1.0755759161313674,1.013867746957533,1.014082934964255,1.0355977513029495,1.0859124009491863
2020-02-19,Z30271TN,ST4000DM000,0,262669704.0,44105.0,43923.0,64005926928.0,171749473750.0,1.134309924080036,1.0705205096119539,1.0707282635455697,1.089659566033169,1.1206641340690027
2020-02-20,Z30271TN,ST4000DM000,0,263996475.0,44128.0,43946.0,64026472464.0,171835697068.0,1.1739206506356188,1.1248127404891073,1.1250133701026626,1.142816660018943,1.1440969467291389
2020-02-21,Z30271TN,ST4000DM000,0,265485741.0,44152.0,43970.0,64045367376.0,172044781402.0,1.2183826627647096,1.1814655031435282,1.1816586986839772,1.191703124360245,1.2009195573922005
2020-02-22,Z30271TN,ST4000DM000,0,267025042.0,44176.0,43994.0,64059137784.0,172233782514.0,1.2643384690023611,1.238118265797949,1.2383040272652917,1.2273310521144032,1.252284173748688
2020-02-23,Z30271TN,ST4000DM000,0,268837351.0,44200.0,44018.0,64082409648.0,172444141080.0,1.318444924625239,1.29477102845237,1.294949355846606,1.2875419252633031,1.3094530809871325
2020-02-24,Z30271TN,ST4000DM000,0,271449884.0,44224.0,44042.0,64098972928.0,172591388443.0,1.3964420547105634,1.3514237911067908,1.3515946844279205,1.3303958002691776,1.349470328663429
2020-02-25,Z30271TN,ST4000DM000,0,273735057.0,44248.0,44066.0,64124197184.0,172811846068.0,1.4646658573375428,1.4080765537612117,1.408240013009235,1.3956580619552796,1.4093838456325112
2020-02-26,Z30271TN,ST4000DM000,0,275377620.0,44272.0,44089.0,64148290120.0,172953930817.0,1.5137045489002297,1.4647293164156325,1.462525119566328,1.4579932798510427,1.4479980555980738
2020-02-27,Z30271TN,ST4000DM000,0,277031062.0,44295.0,44113.0,64165246912.0,173116332017.0,1.5630680328303996,1.519021547292786,1.5191704481476425,1.501865281342813,1.4921336442491777
2020-02-28,Z30271TN,ST4000DM000,0,278254292.0,44319.0,44137.0,64185036128.0,173348891677.0,1.5995875445204992,1.5756743099472068,1.5758157767289571,1.5530655622611005,1.5553361174488864
2020-02-29,Z30271TN,ST4000DM000,0,278933014.0,44343.0,44161.0,64193194664.0,173556221754.0,1.6198507787555392,1.6323270726016277,1.6324611053102716,1.5741739950096219,1.6116819756905354
2020-03-01,Z30271TN,ST4000DM000,1,279806206.0,44367.0,44185.0,64204917344.0,173670178652.0,1.6459199116673395,1.6889798352560486,1.689106433891586,1.6045038731167278,1.6426519117136917
2019-11-06,Z3029A95,ST4000DM000,0,81705453.0,41598.0,41405.0,62064575632.0,148741047612.0,-1.7130141002458692,-1.680136266421302,-1.6807773060056468,-1.283042994225527,-1.7271399571927806
2019-11-07,Z3029A95,ST4000DM000,0,83391767.0,41622.0,41429.0,62069892352.0,148973656411.0,-1.6546734062646724,-1.623447640147027,-1.6240801176187283,-1.2614436572910526,-1.6513435307163766
2019-11-08,Z3029A95,ST4000DM000,0,87197254.0,41646.0,41453.0,62075942880.0,149233558582.0,-1.5230165781078624,-1.566759013872752,-1.5673829292318096,-1.2368632030065552,-1.566653459317748
2019-11-09,Z3029A95,ST4000DM000,0,88628064.0,41670.0,41477.0,62080427304.0,149408812396.0,-1.4735154482143573,-1.5100703875984771,-1.5106857408448908,-1.2186450939218103,-1.509546364123295
2019-11-10,Z3029A95,ST4000DM000,0,90438682.0,41694.0,41501.0,62084078200.0,149573542204.0,-1.4108742611905605,-1.4533817613242022,-1.453988552457972,-1.203813217724319,-1.455868554710143
2019-11-11,Z3029A95,ST4000DM000,0,93282976.0,41718.0,41525.0,62091045904.0,149807944482.0,-1.3124714217154958,-1.3966931350499272,-1.3972913640710534,-1.1755067080048516,-1.3794877165530766
2019-11-12,Z3029A95,ST4000DM000,0,94112197.0,41742.0,41549.0,62098804080.0,149937349092.0,-1.283783212637126,-1.3400045087756522,-1.3405941756841349,-1.1439888817095125,-1.337320751890778
2019-11-13,Z3029A95,ST4000DM000,0,94559207.0,41754.0,41561.0,62104196000.0,149957174033.0,-1.2683181962661922,-1.3116601956385148,-1.3122455814906755,-1.1220840424846272,-1.330860722479313
2019-11-14,Z3029A95,ST4000DM000,0,96398757.0,41778.0,41585.0,62110097160.0,150130752746.0,-1.2046760610451654,-1.2549715693642398,-1.2555483931037568,-1.098110400249519,-1.27429946506199
2019-11-15,Z3029A95,ST4000DM000,0,97644339.0,41802.0,41609.0,62115778320.0,150340847021.0,-1.1615831861176684,-1.198282943089965,-1.198851204716838,-1.0750305147150805,-1.2058394784380493
2019-11-16,Z3029A95,ST4000DM000,0,98968722.0,41826.0,41633.0,62125518640.0,150558959732.0,-1.1157640662402912,-1.1415943168156901,-1.1421540163299193,-1.0354601680484135,-1.134766655165871
2019-11-17,Z3029A95,ST4000DM000,0,100905646.0,41850.0,41657.0,62134684832.0,150835980592.0,-1.0487531238245633,-1.0849056905414152,-1.0854568279430008,-0.9982222338683013,-1.044498396451289
2019-11-18,Z3029A95,ST4000DM000,0,103727536.0,41874.0,41681.0,62143966056.0,151065902510.0,-0.951125386084973,-1.0282170642671402,-1.028759639556082,-0.9605169786845917,-0.9695774999593176
2019-11-19,Z3029A95,ST4000DM000,0,105377976.0,41898.0,41705.0,62163185736.0,151294628367.0,-0.8940258097460904,-0.9715284379928653,-0.9720624511691633,-0.8824364432994702,-0.8950463443113621
2019-11-20,Z3029A95,ST4000DM000,0,107832705.0,41934.0,41741.0,62176235680.0,151452266221.0,-0.8091005862137177,-0.8864954985814528,-0.8870166685887854,-0.8294206483296344,-0.8436794740038932
2019-11-21,Z3029A95,ST4000DM000,0,108726493.0,41958.0,41766.0,62188040568.0,151592886521.0,-0.7781785798779665,-0.829806872307178,-0.8279570973524117,-0.7814629312812029,-0.7978578358033543
2019-11-22,Z3029A95,ST4000DM000,0,109698725.0,41982.0,41789.0,62190880296.0,151740313043.0,-0.7445426795707123,-0.773118246032903,-0.773622291814948,-0.7699264497899335,-0.749818365312623
2019-11-23,Z3029A95,ST4000DM000,0,110297297.0,42006.0,41813.0,62202340680.0,151906920781.0,-0.7238341366316672,-0.7164296197586281,-0.7169251034280293,-0.7233682907342635,-0.6955286255521035
2019-11-24,Z3029A95,ST4000DM000,0,112094728.0,42030.0,41837.0,62217282848.0,152089509937.0,-0.6616491746831116,-0.6597409934843531,-0.6602279150411107,-0.662665278131846,-0.6360312823834874
2019-11-25,Z3029A95,ST4000DM000,0,112934142.0,42054.0,41862.0,62224268016.0,152230131065.0,-0.632608322684295,-0.6030523672100782,-0.601168343804737,-0.6342878203804673,-0.5902093743761252
2019-11-26,Z3029A95,ST4000DM000,0,113422056.0,42078.0,41886.0,62232422936.0,152311157414.0,-0.6157281678832665,-0.5463637409358033,-0.5444711554178183,-0.6011582095012624,-0.5638066427037521
2019-11-27,Z3029A95,ST4000DM000,0,114451158.0,42090.0,41898.0,62236678264.0,152336268923.0,-0.580124760180171,-0.5180194277986658,-0.516122561224359,-0.5838708098942295,-0.5556239658066927
2019-11-28,Z3029A95,ST4000DM000,0,115289250.0,42114.0,41922.0,62247745608.0,152439832622.0,-0.5511296448575862,-0.4613308015243909,-0.4594253728374403,-0.5389093878096103,-0.521877356346412
2019-11-29,Z3029A95,ST4000DM000,0,115961499.0,42138.0,41946.0,62256615728.0,152580445112.0,-0.5278721298347816,-0.4046421752501159,-0.4027281844505216,-0.5028742551471376,-0.4760582630628897
2019-11-30,Z3029A95,ST4000DM000,0,116775553.0,42162.0,41970.0,62266188152.0,152694244574.0,-0.4997086470562664,-0.347953548975841,-0.34603099606360294,-0.46398599109417793,-0.4389762928553167
2019-12-01,Z3029A95,ST4000DM000,0,118292096.0,42186.0,41994.0,62276111936.0,152946269930.0,-0.4472414487335778,-0.29126492270156606,-0.28933380767668426,-0.4236703163396397,-0.35685291038497624
2019-12-02,Z3029A95,ST4000DM000,0,121332740.0,42210.0,42018.0,62283783920.0,153226653982.0,-0.3420455711510147,-0.23457629642729114,-0.23263661928976556,-0.39250264766950127,-0.2654887432772039
2019-12-03,Z3029A95,ST4000DM000,0,123792740.0,42235.0,42042.0,62294789048.0,153539327691.0,-0.2569379890555424,-0.17552564405825477,-0.1759394309028469,-0.3477939799798315,-0.1636028735370698
2019-12-04,Z3029A95,ST4000DM000,0,126117116.0,42259.0,42066.0,62306606072.0,153635730654.0,-0.17652253326662143,-0.11883701778397983,-0.11924224251592822,-0.29978696006176675,-0.13218961604831506
2019-12-05,Z3029A95,ST4000DM000,0,127775416.0,42283.0,42090.0,62322661712.0,153876858298.0,-0.11915102782397033,-0.062148391509704894,-0.06254505412900953,-0.23456043354567632,-0.05361729282388487
2019-12-06,Z3029A95,ST4000DM000,0,130293968.0,42307.0,42114.0,62333997424.0,154020885839.0,-0.032017746888313436,-0.005459765235429963,-0.005847865742090852,-0.1885087582872148,-0.006685392702669932
2019-12-07,Z3029A95,ST4000DM000,0,131873276.0,42331.0,42138.0,62342449136.0,154242353860.0,0.02262090565804273,0.05122886103884497,0.050849322644827825,-0.15417342086844113,0.06548077058421929
2019-12-08,Z3029A95,ST4000DM000,0,133499218.0,42355.0,42162.0,62349446712.0,154442712223.0,0.07887293502693558,0.1079174873131199,0.1075465110317465,-0.1257455552391446,0.1307682747343188
2019-12-09,Z3029A95,ST4000DM000,0,136182184.0,42379.0,42186.0,62357045928.0,154653198502.0,0.17169437775228558,0.16460611358739483,0.16424369941866518,-0.09487350878534404,0.19935599729297987
2019-12-10,Z3029A95,ST4000DM000,0,138026067.0,42403.0,42210.0,62366767040.0,154882918737.0,0.23548641994616595,0.22129473986166975,0.22094088780558388,-0.055381195203706365,0.2742111746429981
2019-12-11,Z3029A95,ST4000DM000,0,139071534.0,42427.0,42234.0,62377357048.0,154934619902.0,0.2716560006496648,0.2779833661359447,0.2776380761925025,-0.012358965157591108,0.2910581880342109
2019-12-12,Z3029A95,ST4000DM000,0,140454567.0,42451.0,42258.0,62393703944.0,155042879277.0,0.31950420983187916,0.3346719924102196,0.33433526457942125,0.054050797729454994,0.32633490066436793
2019-12-13,Z3029A95,ST4000DM000,0,142000118.0,42475.0,42283.0,62404770576.0,155223750268.0,0.37297498569173254,0.39136061868449457,0.3933948358157949,0.09900932729238833,0.38527237349421484
2019-12-14,Z3029A95,ST4000DM000,0,144033959.0,42499.0,42306.0,62416662224.0,155492580752.0,0.4433389246659754,0.44804924495876947,0.4477296413532586,0.14731950948332023,0.4728717682837563
2019-12-15,Z3029A95,ST4000DM000,0,145615832.0,42523.0,42330.0,62429689800.0,155668285783.0,0.49806631743512625,0.5047378712330445,0.5044268297401773,0.20024443377188073,0.5301258941851835
2019-12-16,Z3029A95,ST4000DM000,0,148270087.0,42547.0,42354.0,62444511192.0,155820972598.0,0.5898944578070034,0.5614264975073193,0.561124018127096,0.2604567901957524,0.5798794503568218
2019-12-17,Z3029A95,ST4000DM000,0,150239809.0,42571.0,42378.0,62460051600.0,155987907506.0,0.6580400987908481,0.6181151237815943,0.6178212065140146,0.32359017101911813,0.6342757996564339
2019-12-18,Z3029A95,ST4000DM000,0,151898005.0,42595.0,42402.0,62474050056.0,156060172112.0,0.715408006189378,0.6748037500558692,0.6745183949009333,0.38045932487834305,0.6578234853805895
2019-12-19,Z3029A95,ST4000DM000,0,153096536.0,42619.0,42426.0,62491965320.0,156228877761.0,0.7568730775212759,0.7314923763301442,0.731215583287852,0.4532406305340977,0.7127968371005411
2019-12-20,Z3029A95,ST4000DM000,0,154025598.0,42643.0,42450.0,62508128608.0,156359191000.0,0.7890154435524888,0.788181002604419,0.7879127716747707,0.5189044803288867,0.755259881840158
2019-12-21,Z3029A95,ST4000DM000,0,155276940.0,42667.0,42474.0,62530084752.0,156519338770.0,0.8323075947697702,0.844869628878694,0.8446099600616893,0.6081019840601052,0.807444617440659
2019-12-22,Z3029A95,ST4000DM000,0,156882855.0,42691.0,42498.0,62551905616.0,156761949412.0,0.887866758469303,0.901558255152969,0.901307148448608,0.6967499086710209,0.8865001809782453
2019-12-23,Z3029A95,ST4000DM000,0,159873612.0,42715.0,42522.0,62584706440.0,157020886261.0,0.9913367165608105,0.9582468814272439,0.9580043368355268,0.8300042552050498,0.9708756986785032
2019-12-24,Z3029A95,ST4000DM000,0,161920600.0,42739.0,42546.0,62606131032.0,157269357669.0,1.062155496747171,1.0149355077015187,1.0147015252224454,0.9170423127464757,1.0518410142165477
2019-12-25,Z3029A95,ST4000DM000,0,163435151.0,42763.0,42570.0,62644637304.0,157357944244.0,1.114553778686309,1.0716241339757937,1.0713987136093641,1.0734752155546972,1.0807072731356007
2019-12-26,Z3029A95,ST4000DM000,0,165166475.0,42787.0,42594.0,62661041464.0,157510030548.0,1.1744516646472283,1.1283127602500687,1.1280959019962828,1.1401176151858665,1.130265150605249
2019-12-27,Z3029A95,ST4000DM000,0,166925478.0,42811.0,42618.0,62684093528.0,157739415712.0,1.2353071492930339,1.1850013865243436,1.1847930903832014,1.2337673272961664,1.2050111438464757
2019-12-28,Z3029A95,ST4000DM000,0,168156720.0,42835.0,42642.0,62735256712.0,157878640975.0,1.277903909290755,1.2416900127986186,1.24149027877012,1.4416193206034162,1.2503782041468794
2019-12-29,Z3029A95,ST4000DM000,0,169432677.0,42859.0,42666.0,62756511208.0,158084713390.0,1.3220476552776625,1.2983786390728935,1.2981874671570388,1.527966357964128,1.3175276530048416
2019-12-30,Z3029A95,ST4000DM000,0,171571637.0,42883.0,42690.0,62780856824.0,158305336758.0,1.3960483519438946,1.3550672653471685,1.3548846555439575,1.6268711644729035,1.3894185830276076
2019-12-31,Z3029A95,ST4000DM000,0,172118831.0,42907.0,42714.0,62798148360.0,158456915716.0,1.4149793918939557,1.4117558916214434,1.4115818439308763,1.6971185561314068,1.4388111399506882
2020-01-01,Z3029A95,ST4000DM000,0,173273687.0,42931.0,42738.0,62820384664.0,158534562611.0,1.4549334576778779,1.4684445178957182,1.4682790323177948,1.7874542183956235,1.4641126641977937
2020-01-02,Z3029A95,ST4000DM000,0,175619329.0,42955.0,42762.0,62839200104.0,158629332322.0,1.5360846442964096,1.5251331441699931,1.5249762207047135,1.8638925164685691,1.4949937205588713
2020-01-03,Z3029A95,ST4000DM000,0,177073348.0,42979.0,42786.0,62865479952.0,158808607920.0,1.5863887261707497,1.581821770444268,1.5816734090916322,1.9706551993893886,1.5534113287544251
2020-01-04,Z3029A95,ST4000DM000,0,178244801.0,43003.0,42810.0,62895851304.0,158951019106.0,1.6269169913611916,1.638510396718543,1.638370597478551,2.094039741927557,1.5998165336971086
2020-01-05,Z3029A95,ST4000DM000,1,179699915.0,43027.0,42834.0,62914622720.0,159177215642.0,1.6772589564885376,1.695199022992818,1.6950677858654695,2.170299191159638,1.673523500861929
2020-02-11,Z3029FLD,ST4000DM000,0,333355367.0,43915.0,43727.0,64375235552.0,190140160464.0,-1.679547261105097,-1.6873612567006253,-1.6863377923950467,-1.6124136649503538,-1.6820289849213348
2020-02-12,Z3029FLD,ST4000DM000,0,335724585.0,43939.0,43751.0,64399121776.0,190432059989.0,-1.6078171506138004,-1.630846949551173,-1.6298086204108377,-1.5543490992334124,-1.5965871730844596
2020-02-13,Z3029FLD,ST4000DM000,0,337373096.0,43963.0,43774.0,64416178904.0,190670748288.0,-1.5579070637513341,-1.574332642401721,-1.5756348305926375,-1.5128852525534902,-1.526720801322389
2020-02-14,Z3029FLD,ST4000DM000,0,339713449.0,43987.0,43798.0,64438654032.0,190855957071.0,-1.487050865934739,-1.5178183352522687,-1.5191056586084286,-1.458250893152328,-1.472508400710834
2020-02-15,Z3029FLD,ST4000DM000,0,342155712.0,44011.0,43822.0,64458427384.0,191083182669.0,-1.4131092553109779,-1.4613040281028167,-1.4625764866242197,-1.4101842294281572,-1.4059972723051353
2020-02-16,Z3029FLD,ST4000DM000,0,343664319.0,44035.0,43846.0,64473861952.0,191246739364.0,-1.3674348822486662,-1.4047897209533644,-1.4060473146400108,-1.3726646328628482,-1.3581226470934251
2020-02-17,Z3029FLD,ST4000DM000,0,345175979.0,44058.0,43870.0,64494024888.0,191287134701.0,-1.321668076988334,-1.350630176601806,-1.3495181426558018,-1.3236509368337697,-1.3462985415795805
2020-02-18,Z3029FLD,ST4000DM000,0,346481236.0,44082.0,43894.0,64523487136.0,191402874416.0,-1.2821502998865482,-1.2941158694523538,-1.292988970671593,-1.2520317208720997,-1.312420408509362
2020-02-19,Z3029FLD,ST4000DM000,0,348163562.0,44106.0,43917.0,64546706768.0,191575675811.0,-1.2312164348465302,-1.2376015623029017,-1.2388151808533927,-1.1955875609166713,-1.26183977026838
2020-02-20,Z3029FLD,ST4000DM000,0,349708884.0,44129.0,43941.0,64560804384.0,191751140055.0,-1.1844304836150978,-1.1834420179513434,-1.1822860088691838,-1.1613179354336227,-1.2104796903917594
2020-02-21,Z3029FLD,ST4000DM000,0,351485212.0,44153.0,43965.0,64577689984.0,191982012302.0,-1.1306506272621644,-1.1269277108018911,-1.1257568368849749,-1.1202710528928752,-1.1429011525831398
2020-02-22,Z3029FLD,ST4000DM000,0,353850991.0,44177.0,43989.0,64591847768.0,192220174910.0,-1.0590246354505244,-1.0704134036524389,-1.069227664900766,-1.0858551661677796,-1.0731886556569614
2020-02-23,Z3029FLD,ST4000DM000,0,355276100.0,44201.0,44012.0,64623267536.0,192421052826.0,-1.015878236076494,-1.0138990965029868,-1.0150538750825657,-1.0094774522249206,-1.014389748392362
2020-02-24,Z3029FLD,ST4000DM000,0,356957223.0,44225.0,44036.0,64643755592.0,192479262800.0,-0.9649807928950476,-0.9573847893535347,-0.9585247030983569,-0.9596734281973316,-0.9973511264708724
2020-02-25,Z3029FLD,ST4000DM000,0,358311032.0,44248.0,44060.0,64658395120.0,192663546694.0,-0.9239930622792443,-0.9032252450019763,-0.901995531114148,-0.9240864791834983,-0.9434094498075937
2020-02-26,Z3029FLD,ST4000DM000,0,359774771.0,44272.0,44084.0,64672668880.0,192883822837.0,-0.8796771064657986,-0.846710937852524,-0.8454663591299391,-0.8893886686150363,-0.878932494038794
2020-02-27,Z3029FLD,ST4000DM000,0,361236617.0,44296.0,44108.0,64692449632.0,193081123718.0,-0.8354184628537459,-0.7901966307030719,-0.7889371871457301,-0.8413040163721988,-0.8211806194865772
2020-02-28,Z3029FLD,ST4000DM000,0,363798609.0,44320.0,44131.0,64708271920.0,193357528427.0,-0.757851953888417,-0.7336823235536197,-0.7347633973275299,-0.8028419186639811,-0.7402742900322752
2020-02-29,Z3029FLD,ST4000DM000,0,365128286.0,44344.0,44155.0,64722498712.0,193518735317.0,-0.7175948403059031,-0.6771680164041676,-0.6782342253433211,-0.7682582817096741,-0.6930874754521972
2020-03-01,Z3029FLD,ST4000DM000,0,367559732.0,44368.0,44179.0,64737332736.0,193690021343.0,-0.6439807236506938,-0.6206537092547154,-0.6217050533591122,-0.7321985360841334,-0.6429504003617937
2020-03-02,Z3029FLD,ST4000DM000,0,369343008.0,44391.0,44203.0,64754171992.0,193752549539.0,-0.5899905106283051,-0.5664941649031571,-0.5651758813749033,-0.6912643102878586,-0.6246477931303114
2020-03-03,Z3029FLD,ST4000DM000,0,370184882.0,44415.0,44227.0,64773790928.0,193945996577.0,-0.5645020519724321,-0.5099798577537048,-0.5086467093906943,-0.6435730134688861,-0.5680239756671044
2020-03-04,Z3029FLD,ST4000DM000,0,371214476.0,44439.0,44251.0,64803975976.0,194123457720.0,-0.5333302090347302,-0.45346555060425264,-0.45211753740648547,-0.5701967567920238,-0.5160793841554779
2020-03-05,Z3029FLD,ST4000DM000,0,372521846.0,44463.0,44274.0,64830694816.0,194301636906.0,-0.49374845904253584,-0.3969512434548005,-0.3979437475882852,-0.505246438941013,-0.46392461451870104
2020-03-06,Z3029FLD,ST4000DM000,0,374309502.0,44487.0,44298.0,64850396584.0,194537040719.0,-0.43962563775701896,-0.34043693630534827,-0.34141457560407634,-0.45735378739525456,-0.3950196435495672
2020-03-07,Z3029FLD,ST4000DM000,0,377634412.0,44511.0,44322.0,64869283864.0,194885051639.0,-0.33896113087178603,-0.2839226291558961,-0.2848854036198674,-0.411441059172733,-0.29315348414482745
2020-03-08,Z3029FLD,ST4000DM000,0,379941406.0,44535.0,44346.0,64892102096.0,195197087611.0,-0.26911490544096506,-0.22740832200644392,-0.22835623163565852,-0.35597265481093787,-0.20181753967571447
2020-03-09,Z3029FLD,ST4000DM000,0,381674342.0,44559.0,44370.0,64908462040.0,195265192428.0,-0.2166487791687748,-0.17089401485699174,-0.17182705965144962,-0.3162035794010497,-0.18188260158597686
2020-03-10,Z3029FLD,ST4000DM000,0,384466411.0,44583.0,44394.0,64934937680.0,195544833693.0,-0.13211649135510606,-0.11437970770753957,-0.11529788766724071,-0.2518444517851452,-0.1000289009129259
2020-03-11,Z3029FLD,ST4000DM000,0,386251331.0,44607.0,44418.0,64968554976.0,195768557378.0,-0.0780765048202555,-0.05786540055808738,-0.0587687156830318,-0.1701248089978269,-0.034542816284243015
2020-03-12,Z3029FLD,ST4000DM000,0,388114684.0,44631.0,44442.0,64997690232.0,196011229199.0,-0.021661891823777573,-0.0013510934086351971,-0.0022395436988228916,-0.09930047164371392,0.03648957086333407
2020-03-13,Z3029FLD,ST4000DM000,0,390727978.0,44655.0,44467.0,65022838776.0,196290555997.0,0.05745782926826338,0.05516321374081699,0.05664501045139472,-0.03816735634791032,0.11825122400652724
2020-03-14,Z3029FLD,ST4000DM000,0,394035537.0,44679.0,44491.0,65054776112.0,196545442498.0,0.15759701972118215,0.11167752089026917,0.11317418243560362,0.03946850376108125,0.19285896603077857
2020-03-15,Z3029FLD,ST4000DM000,0,395747547.0,44703.0,44515.0,65089938280.0,196717743211.0,0.20942959336455522,0.16819182803972135,0.16970335441981255,0.12494354638758146,0.24329304981185165
2020-03-16,Z3029FLD,ST4000DM000,0,397342175.0,44727.0,44539.0,65123077488.0,196778201835.0,0.257708326107813,0.22470613518917354,0.22623252640402144,0.20550101418673583,0.26098987331892787
2020-03-17,Z3029FLD,ST4000DM000,0,399279079.0,44751.0,44563.0,65159242424.0,196932749996.0,0.316349758821491,0.2812204423386257,0.28276169838823034,0.29341366639250005,0.3062276135718354
2020-03-18,Z3029FLD,ST4000DM000,0,401192098.0,44775.0,44587.0,65238745752.0,197092792046.0,0.3742680526390925,0.3377347494880779,0.33929087037243927,0.4866767879880919,0.35307346822708974
2020-03-19,Z3029FLD,ST4000DM000,0,403281384.0,44799.0,44610.0,65317008448.0,197344507629.0,0.43752298132354434,0.39424905663753007,0.39346466019063947,0.6769240809498008,0.42675305190950696
2020-03-20,Z3029FLD,ST4000DM000,0,405348338.0,44823.0,44634.0,65346585336.0,197514093690.0,0.5001017895211978,0.4507633637869823,0.44999383217484834,0.7488219730979534,0.47639253081622607
2020-03-21,Z3029FLD,ST4000DM000,0,408463999.0,44847.0,44658.0,65385629608.0,197714807704.0,0.5944311031527101,0.5072776709364344,0.5065230041590573,0.8437339481934785,0.5351434623815033
2020-03-22,Z3029FLD,ST4000DM000,0,409993684.0,44871.0,44682.0,65411167672.0,197898210132.0,0.6407436307744314,0.5637919780858867,0.5630521761432662,0.9058139402178125,0.5888271254282385
